test_id,profile,embedding_model,embeddings_table,question,latency_ms,keyword_recall,source_document_hit,matched_keywords,matched_source_documents,answer,reference_answer
SJ-RET-001,small,text-embedding-3-small,test_documents_embeddings_small,데모판 001호 | 「달」 탐구하기——「달의 신의 축복」 문서의 핵심 내용을 알려주세요.,4293.21,1.0,True,"[""데모판"", ""달"", ""달의 신의 축복""]","[""NVC-GDE-100""]",여행자님 앞으로 온 소포가 있다는 내용 외에는 추가적인 정보가 확인되지 않습니다.,이 문서는 「달」 탐구하기와 「달의 신의 축복」에 대한 안내입니다. 답변은 해당 문서의 제목과 본문에서 확인되는 핵심 내용만 요약해야 합니다.
SJ-RET-002,small,text-embedding-3-small,test_documents_embeddings_small,"꿈의 창조, 그 시작을 향해——UGC 콘텐츠 개발자 노트 문서는 어떤 내용을 다루나요?",1097.71,1.0,True,"[""UGC"", ""개발자 노트"", ""콘텐츠""]","[""NVC-GDE-104""]","""꿈의 창조, 그 시작을 향해——UGC 콘텐츠 개발자 노트"" 문서는 대규모 콘텐츠 개발의 진행 상황과 다양한 컨셉을 여행자들에게 공유하는 내용을 다루고 있습니다. 정식 출시까지 시간이 남아있지만, 기본적인 얼개가 갖춰졌다는 점을 강조하고 있습니다.","이 문서는 UGC 콘텐츠 개발자 노트로, 대규모 콘텐츠 개발 진행 상황과 컨셉 일부를 공유하는 안내입니다. 답변은 개발자 노트 문서의 내용에 근거해야 합니다."
SJ-RET-003,small,text-embedding-3-small,test_documents_embeddings_small,느긋한 휴양촌 리뷰 칼럼! 평점부터 체크해서 후회 없는 휴가를! 문서의 안내 내용을 요약해 주세요.,937.77,1.0,True,"[""느긋한 휴양촌"", ""리뷰"", ""히든 임무""]","[""NVC-GDE-105""]","느긋한 휴양촌 리뷰 칼럼에서는 휴양촌에 대한 관광객들의 리뷰를 소개하며, 히든 임무를 발견한 경험도 공유합니다. 스포일러가 포함되어 있으니 관련 스토리를 아직 플레이하지 않은 여행자는 주의가 필요합니다. 리뷰 데이터는 8월 4일까지 집계된 것입니다.",이 문서는 느긋한 휴양촌 리뷰 칼럼과 히든 임무 리뷰를 소개하는 안내입니다. 스포일러와 집계 기준일에 대한 주의도 함께 안내합니다.
SJ-RET-004,small,text-embedding-3-small,test_documents_embeddings_small,"바람이 멈추고, 전설이… 침몰하는 곳 문서에서 설명하는 지역은 어떤 곳인가요?",926.78,1.0,True,"[""테노치즈톡"", ""잿더미 바다"", ""심연""]","[""NVC-GDE-112""]","""바람이 멈추고, 전설이… 침몰하는 곳"" 문서에서 설명하는 지역은 테노치즈톡 서부의 광활한 지역으로, 한때 잿더미 바다였던 곳입니다. 이 지역은 심연의 침공으로 인해 슬픔의 땅이 되었으며, 오랜 세월이 지나 사라졌던 잿더미 바다가 다시 나타났다고 합니다.","이 문서는 테노치즈톡 서부의 광활한 지역과 잿더미 바다, 심연의 침공이 남긴 슬픔의 땅에 대해 설명합니다."
SJ-RET-005,small,text-embedding-3-small,test_documents_embeddings_small,상시 전투 콘텐츠 「지맥 제압전」 오픈! 플레이에 도움이 되는 팁을 확인해 보세요! 문서의 핵심을 알려주세요.,1029.62,1.0,True,"[""지맥 제압전"", ""상시 전투"", ""보상"", ""팁""]","[""NVC-GDE-126""]","새로운 상시 전투 콘텐츠 「지맥 제압전」이 업데이트되었습니다. 이 콘텐츠에서는 강적을 물리치고 보물을 발굴할 수 있으며, 도전을 클리어하면 원석과 신규 성유물 관련 아이템 「깨달음의 가루」 등 다양한 보상을 획득할 수 있습니다. 특정 기간에는 레진을 사용하여 최대 3배의 보상을 받을 수 있습니다. 이벤트에서 마주하는 보스는 기존 보스와 다를 수 있으므로, 적의 특징에 맞춰 전략을 조정해야 합니다.","이 문서는 상시 전투 콘텐츠 지맥 제압전의 기본 규칙, 획득 가능한 보상, 이벤트 기간, 플레이 팁을 안내합니다."
SJ-RET-006,small,text-embedding-3-small,test_documents_embeddings_small,5.7 버전 출시 카운트다운——스커크와 관련된 문제를 몇 개나 맞힐 수 있는지 확인해 보세요! 문서는 무엇을 안내하나요?,1005.14,1.0,True,"[""5.7"", ""스커크"", ""퀴즈"", ""카운트다운""]","[""NVC-GDE-132""]",5.7 버전 출시 카운트다운 문서는 스커크와 관련된 정보를 바탕으로 한 퀴즈 챌린지를 안내합니다. 신규 버전 출시까지 하루 남은 시점에서 몇 문제나 맞힐 수 있는지 확인해 보라고 합니다.,이 문서는 5.7 버전 출시 카운트다운과 스커크 관련 정보를 바탕으로 한 퀴즈 챌린지를 안내합니다.
SJ-RET-007,small,text-embedding-3-small,test_documents_embeddings_small,벚꽃이 가져와 준 축복——묶음 기원 「하늘을 가르는 뇌명」 오픈 임박! 문서의 내용을 알려주세요.,960.04,1.0,True,"[""묶음 기원"", ""하늘을 가르는 뇌명"", ""무기"", ""캐릭터""]","[""NVC-GDE-137""]",벚꽃이 가져와 준 축복——묶음 기원 「하늘을 가르는 뇌명」이 곧 오픈됩니다. 이벤트 기간 동안 묶음 기원을 통해 다양한 무기와 캐릭터를 획득하여 파티를 강화할 수 있습니다.,"이 문서는 묶음 기원 「하늘을 가르는 뇌명」 오픈이 임박했음을 알리고, 이벤트 기간에 묶음 기원으로 무기와 캐릭터를 획득해 파티를 강화할 수 있음을 안내합니다."
SJ-RET-008,small,text-embedding-3-small,test_documents_embeddings_small,「조화의 왈츠」 이벤트 안내 문서는 어떤 이벤트를 설명하나요?,790.39,1.0,True,"[""조화의 왈츠"", ""이벤트"", ""안내""]","[""NVC-GDE-142""]",「조화의 왈츠」 이벤트는 「슈벨마 시네마 파크」를 성공으로 이끄는 경영 이벤트입니다.,이 문서는 「조화의 왈츠」 이벤트에 대한 안내입니다. 답변은 해당 이벤트 안내 문서에서 확인되는 참여 내용과 핵심 정보를 요약해야 합니다.
SJ-RET-009,small,text-embedding-3-small,test_documents_embeddings_small,「영광의 꽃 대격전」 콘텐츠 안내 문서의 핵심 내용을 요약해 주세요.,1259.85,1.0,True,"[""영광의 꽃 대격전"", ""콘텐츠"", ""안내""]","[""NVC-GDE-153""]",「영광의 꽃 대격전」 콘텐츠 안내 문서에서는 「영광의 꽃 대격전」 이벤트가 곧 시작될 예정이야! 어떤 콘텐츠가 있는지 함께 확인해 보자~ 내용을 확인할 수 있습니다.,이 문서는 「영광의 꽃 대격전」 콘텐츠를 안내합니다. 답변은 문서 본문에서 확인되는 콘텐츠 개요와 참여 안내를 중심으로 요약해야 합니다.
SJ-RET-010,small,text-embedding-3-small,test_documents_embeddings_small,5.5 버전 출시 카운트다운——몇 문제나 맞힐 수 있는지 확인해 보세요! 문서는 어떤 내용을 담고 있나요?,921.78,1.0,True,"[""5.5"", ""카운트다운"", ""문제"", ""퀴즈""]","[""NVC-GDE-156""]","5.5 버전 출시 카운트다운 문서는 새로운 친구 바레사와 그녀의 부족에 관한 퀴즈 챌린지를 소개하고 있습니다. 신규 버전 출시까지 하루가 남았으며, 퀴즈를 통해 몇 문제나 맞힐 수 있는지 확인해 볼 수 있습니다.",이 문서는 5.5 버전 출시 카운트다운과 관련 퀴즈 또는 문제 풀이 콘텐츠를 안내하는 문서입니다.
SJ-RET-011,small,text-embedding-3-small,test_documents_embeddings_small,5.5 버전 출시 카운트다운——과수원 토크: 화산 안으로 들어간다고? 대체 어떻게?! 문서의 핵심은 무엇인가요?,911.72,1.0,True,"[""5.5"", ""과수원 토크"", ""화산"", ""카운트다운""]","[""NVC-GDE-157""]","5.5 버전 출시 카운트다운의 핵심은 신성한 산 안에 숨겨진 비밀을 탐험하는 방법에 대한 기대감을 조성하는 것입니다. 신규 버전 업데이트가 이틀 뒤에 예정되어 있으며, 신성한 산으로 들어가는 방법을 알아보는 것이 주요 내용입니다.",이 문서는 5.5 버전 출시 카운트다운 중 과수원 토크와 화산 관련 내용을 다루는 안내입니다. 답변은 해당 문서의 본문 근거를 요약해야 합니다.
SJ-RET-012,small,text-embedding-3-small,test_documents_embeddings_small,「불굴의 용암」·얀사 문서에서 얀사는 어떻게 소개되나요?,777.39,1.0,True,"[""불굴의 용암"", ""얀사"", ""캐릭터""]","[""NVC-GDE-158""]","얀사는 나타에서 가장 뛰어난 헬스 코치로 소개되며, 비옥한 터전 헬스장의 대표 코치이자 명성이 자자한 영양사입니다. 그녀는 각자의 상황에 맞춰 맞춤형 지도를 제공하며, 겉모습과 달리 뛰어난 체력과 지도 능력을 갖추고 있습니다.",이 문서는 「불굴의 용암」 얀사를 소개합니다. 답변은 얀사 소개 문서의 본문에서 확인되는 캐릭터 소개 내용만 요약해야 합니다.
SJ-RET-013,small,text-embedding-3-small,test_documents_embeddings_small,「부드러운 괴력」·바레사 문서에서 바레사는 어떤 캐릭터로 소개되나요?,814.27,1.0,True,"[""부드러운 괴력"", ""바레사"", ""캐릭터""]","[""NVC-GDE-161""]","바레사는 「비옥한 터전」의 중견 전사이자 과수원 주인으로 소개됩니다. 그녀는 유유자적한 스타일을 가지고 있으며, 현지의 유명 먹거리를 찾아다니거나 야영하기 좋은 자리를 물색하는 것을 좋아합니다. 하지만 심연의 마물과 싸울 때는 과격한 돌진을 보여주는 캐릭터입니다. 바레사는 번개의 신의 눈을 가지고 있으며, 운명의 자리는 레슬링가면자리입니다.",이 문서는 「부드러운 괴력」 바레사를 소개합니다. 답변은 바레사 소개 문서의 본문에서 확인되는 특징과 소개 내용을 요약해야 합니다.
