ticket_id,account_id,user_id,title,raw_query,source_type,source_type,responder_type,status,inquiry_created_at,session_id
"1001","101","1","로그인 오류 문의","[원신 중수] 네이버카페에서 안내를 보고 다시 로그인했는데 같은 오류가 계속 발생합니다.","naver_cafe","naver_cafe","human","pending","2026-05-11 10:00:00",
"1002","102","2","이벤트 보상 미수령","[한강유역] 이벤트 조건을 달성했는데 보상이 우편함에 들어오지 않았습니다.","naver_cafe","naver_cafe","human","closed","2026-05-11 10:17:00",
"1003","103","3","쿠폰 등록 오류","[델몬트물병] 쿠폰 번호를 입력하면 이미 사용됐다는 문구가 나오는데 사용한 적이 없습니다.","naver_cafe","naver_cafe","human","pending","2026-05-11 10:34:00",
"1004","104","4","닉네임 변경 문의","[인도네시아 선교사] 닉네임 변경권을 사용했는데 변경 결과가 반영되지 않았습니다.","naver_cafe","naver_cafe","human","closed","2026-05-11 10:51:00",
"1005","105","5","공지 내용 확인 요청","[따웨이거맘1호] 카페 공지에 나온 보상 지급 대상에 포함되는지 확인하고 싶습니다.","naver_cafe","naver_cafe","human","pending","2026-05-11 11:08:00",
"1006","106","6","채팅 이용 제한 문의","[응애뉴비ㅇ] 채팅 제한이 적용된 이유와 제한 종료 시간을 확인하고 싶습니다.","naver_cafe","naver_cafe","human","closed","2026-05-11 11:25:00",
"1007","107","7","로그인 오류 문의","[리벤] 네이버카페에서 안내를 보고 다시 로그인했는데 같은 오류가 계속 발생합니다.","naver_cafe","naver_cafe","human","pending","2026-05-11 11:42:00",
"1008","104","4","채팅 이용 제한 문의","[인도네시아 선교사] 채팅 제한이 적용된 이유와 제한 종료 시간을 확인하고 싶습니다.","naver_cafe","naver_cafe","human","closed","2026-05-11 11:59:00",
"1009","108","8","캐릭터 데이터 복구 요청","[깃깃] 캐릭터가 사라진 것처럼 보여서 이전 데이터 복구가 가능한지 문의드립니다.","naver_cafe","naver_cafe","AI","open","2026-05-11 12:16:00",
"1010","109","9","길드 가입 오류","[응으응] 길드 가입 버튼을 눌러도 반응이 없고 오류 메시지만 표시됩니다.","naver_cafe","naver_cafe","AI","resolved","2026-05-11 12:33:00",
"1011","110","10","게임 접속 지연","[커쿠] 게임 접속이 오래 걸리고 로딩 화면에서 멈추는 현상이 반복됩니다.","naver_cafe","naver_cafe","AI","open","2026-05-11 12:50:00",
"1012","111","11","환불 진행 상태 문의","[은각수] 환불 신청 후 처리 상태가 바뀌지 않아 진행 상황을 문의드립니다.","naver_cafe","naver_cafe","AI","resolved","2026-05-11 13:07:00",
"1013","112","12","결제 후 아이템 미지급","[리제로] 결제는 완료됐는데 아이템이 아직 지급되지 않았습니다. 확인 부탁드립니다.","naver_cafe","naver_cafe","AI","open","2026-05-11 13:24:00",
"1014","113","13","계정 정지 사유 확인 요청","[바레사랑해] 갑자기 계정 이용이 제한되어 사유와 해제 가능 여부를 알고 싶습니다.","naver_cafe","naver_cafe","AI","resolved","2026-05-11 13:41:00",
"1015","114","14","캐릭터 데이터 복구 요청","[지베르츠] 캐릭터가 사라진 것처럼 보여서 이전 데이터 복구가 가능한지 문의드립니다.","naver_cafe","naver_cafe","AI","open","2026-05-11 13:58:00",
"1016","115","15","길드 가입 오류","[흰구름연희] 길드 가입 버튼을 눌러도 반응이 없고 오류 메시지만 표시됩니다.","naver_cafe","naver_cafe","AI","resolved","2026-05-11 14:15:00",
"1017","116","16","게임 접속 지연","[아야카 남친] 게임 접속이 오래 걸리고 로딩 화면에서 멈추는 현상이 반복됩니다.","naver_cafe","naver_cafe","AI","open","2026-05-11 14:32:00",
"1018","117","17","환불 진행 상태 문의","[궤도] 환불 신청 후 처리 상태가 바뀌지 않아 진행 상황을 문의드립니다.","naver_cafe","naver_cafe","AI","resolved","2026-05-11 14:49:00",
"1019","118","18","결제 후 아이템 미지급","[서하린] 결제는 완료됐는데 아이템이 아직 지급되지 않았습니다. 확인 부탁드립니다.","naver_cafe","naver_cafe","AI","open","2026-05-11 15:06:00",
"1020","119","19","계정 정지 사유 확인 요청","[종려 틀니 콜라피스] 갑자기 계정 이용이 제한되어 사유와 해제 가능 여부를 알고 싶습니다.","naver_cafe","naver_cafe","AI","resolved","2026-05-11 15:23:00",
"1021","120","20","캐릭터 데이터 복구 요청","[soboroo] 캐릭터가 사라진 것처럼 보여서 이전 데이터 복구가 가능한지 문의드립니다.","naver_cafe","naver_cafe","AI","open","2026-05-11 15:40:00",
"1022","121","21","길드 가입 오류","[나비아 협회장] 길드 가입 버튼을 눌러도 반응이 없고 오류 메시지만 표시됩니다.","naver_cafe","naver_cafe","AI","resolved","2026-05-11 15:57:00",
"1023","122","22","게임 접속 지연","[푸벅지] 게임 접속이 오래 걸리고 로딩 화면에서 멈추는 현상이 반복됩니다.","naver_cafe","naver_cafe","AI","open","2026-05-11 16:14:00",
"1024","121","21","게임 접속 지연","[나비아 협회장] 게임 접속이 오래 걸리고 로딩 화면에서 멈추는 현상이 반복됩니다.","naver_cafe","naver_cafe","AI","open","2026-05-11 16:31:00",
"1025","123","23","채팅 이용 제한 문의","[산드로넹] 채팅 제한이 적용된 이유와 제한 종료 시간을 확인하고 싶습니다.","naver_cafe","naver_cafe","human","closed","2026-05-11 16:48:00",
"1026","124","24","로그인 오류 문의","[밝을욱] 네이버카페에서 안내를 보고 다시 로그인했는데 같은 오류가 계속 발생합니다.","naver_cafe","naver_cafe","human","pending","2026-05-11 17:05:00",
"1027","125","25","이벤트 보상 미수령","[ㅅㄱㅈㅇ] 이벤트 조건을 달성했는데 보상이 우편함에 들어오지 않았습니다.","naver_cafe","naver_cafe","human","closed","2026-05-11 17:22:00",
"1028","126","26","쿠폰 등록 오류","[풀원소중독자] 쿠폰 번호를 입력하면 이미 사용됐다는 문구가 나오는데 사용한 적이 없습니다.","naver_cafe","naver_cafe","human","pending","2026-05-11 17:39:00",
"1029","127","27","닉네임 변경 문의","[고짱] 닉네임 변경권을 사용했는데 변경 결과가 반영되지 않았습니다.","naver_cafe","naver_cafe","human","closed","2026-05-11 17:56:00",
"1030","128","28","공지 내용 확인 요청","[뿌꾸쮸꾸] 카페 공지에 나온 보상 지급 대상에 포함되는지 확인하고 싶습니다.","naver_cafe","naver_cafe","human","pending","2026-05-11 18:13:00",
"1031","129","29","채팅 이용 제한 문의","[피곤새] 채팅 제한이 적용된 이유와 제한 종료 시간을 확인하고 싶습니다.","naver_cafe","naver_cafe","human","closed","2026-05-11 18:30:00",
"1032","109","9","캐릭터 데이터 복구 요청","[응으응] 캐릭터가 사라진 것처럼 보여서 이전 데이터 복구가 가능한지 문의드립니다.","naver_cafe","naver_cafe","AI","open","2026-05-11 18:47:00",
"1033","130","30","계정 정지 사유 확인 요청","[올림프] 갑자기 계정 이용이 제한되어 사유와 해제 가능 여부를 알고 싶습니다.","naver_cafe","naver_cafe","AI","resolved","2026-05-11 19:04:00",
"1034","131","31","캐릭터 데이터 복구 요청","[레하드] 캐릭터가 사라진 것처럼 보여서 이전 데이터 복구가 가능한지 문의드립니다.","naver_cafe","naver_cafe","AI","open","2026-05-11 19:21:00",
"1035","132","32","길드 가입 오류","[만리마] 길드 가입 버튼을 눌러도 반응이 없고 오류 메시지만 표시됩니다.","naver_cafe","naver_cafe","AI","resolved","2026-05-11 19:38:00",
"1036","133","33","게임 접속 지연","[코룰루] 게임 접속이 오래 걸리고 로딩 화면에서 멈추는 현상이 반복됩니다.","naver_cafe","naver_cafe","AI","open","2026-05-11 19:55:00",
"1037","134","34","환불 진행 상태 문의","[귀여운 뚱냥이] 환불 신청 후 처리 상태가 바뀌지 않아 진행 상황을 문의드립니다.","naver_cafe","naver_cafe","AI","resolved","2026-05-11 20:12:00",
"1038","135","35","결제 후 아이템 미지급","[샤오랑] 결제는 완료됐는데 아이템이 아직 지급되지 않았습니다. 확인 부탁드립니다.","naver_cafe","naver_cafe","AI","open","2026-05-11 20:29:00",
"1039","136","36","계정 정지 사유 확인 요청","[두린 내 아내임] 갑자기 계정 이용이 제한되어 사유와 해제 가능 여부를 알고 싶습니다.","naver_cafe","naver_cafe","AI","resolved","2026-05-11 20:46:00",
"1040","137","37","캐릭터 데이터 복구 요청","[엽이다요] 캐릭터가 사라진 것처럼 보여서 이전 데이터 복구가 가능한지 문의드립니다.","naver_cafe","naver_cafe","AI","open","2026-05-11 21:03:00",
"1041","138","38","길드 가입 오류","[Lumine인절미] 길드 가입 버튼을 눌러도 반응이 없고 오류 메시지만 표시됩니다.","naver_cafe","naver_cafe","AI","resolved","2026-05-11 21:20:00",
"1042","139","39","게임 접속 지연","[금잔디은잔디] 게임 접속이 오래 걸리고 로딩 화면에서 멈추는 현상이 반복됩니다.","naver_cafe","naver_cafe","AI","open","2026-05-11 21:37:00",
"1043","140","40","환불 진행 상태 문의","[BD24] 환불 신청 후 처리 상태가 바뀌지 않아 진행 상황을 문의드립니다.","naver_cafe","naver_cafe","AI","resolved","2026-05-11 21:54:00",
"1044","141","41","결제 후 아이템 미지급","[199200999] 결제는 완료됐는데 아이템이 아직 지급되지 않았습니다. 확인 부탁드립니다.","naver_cafe","naver_cafe","AI","open","2026-05-11 22:11:00",
"1045","142","42","계정 정지 사유 확인 요청","[성능보다간지] 갑자기 계정 이용이 제한되어 사유와 해제 가능 여부를 알고 싶습니다.","naver_cafe","naver_cafe","AI","resolved","2026-05-11 22:28:00",
"1046","143","43","캐릭터 데이터 복구 요청","[내남친소사랑해] 캐릭터가 사라진 것처럼 보여서 이전 데이터 복구가 가능한지 문의드립니다.","naver_cafe","naver_cafe","AI","open","2026-05-11 22:45:00",
"1047","144","44","길드 가입 오류","[8wlswkddls] 길드 가입 버튼을 눌러도 반응이 없고 오류 메시지만 표시됩니다.","naver_cafe","naver_cafe","AI","resolved","2026-05-11 23:02:00",
"1048","145","45","게임 접속 지연","[피델리오] 게임 접속이 오래 걸리고 로딩 화면에서 멈추는 현상이 반복됩니다.","naver_cafe","naver_cafe","AI","open","2026-05-11 23:19:00",
"1049","146","46","환불 진행 상태 문의","[공항혼자싱글] 환불 신청 후 처리 상태가 바뀌지 않아 진행 상황을 문의드립니다.","naver_cafe","naver_cafe","AI","resolved","2026-05-11 23:36:00",
"1050","147","47","결제 후 아이템 미지급","[타이나리 TIGHNARI] 결제는 완료됐는데 아이템이 아직 지급되지 않았습니다. 확인 부탁드립니다.","naver_cafe","naver_cafe","AI","open","2026-05-11 23:53:00",
"1051","148","48","계정 정지 사유 확인 요청","[MAKORE] 갑자기 계정 이용이 제한되어 사유와 해제 가능 여부를 알고 싶습니다.","naver_cafe","naver_cafe","AI","resolved","2026-05-12 00:10:00",
"1052","149","49","캐릭터 데이터 복구 요청","[바람정령] 캐릭터가 사라진 것처럼 보여서 이전 데이터 복구가 가능한지 문의드립니다.","naver_cafe","naver_cafe","AI","open","2026-05-12 00:27:00",
"1053","150","50","길드 가입 오류","[뱁뱁새] 길드 가입 버튼을 눌러도 반응이 없고 오류 메시지만 표시됩니다.","naver_cafe","naver_cafe","AI","resolved","2026-05-12 00:44:00",
"1054","151","51","게임 접속 지연","[곰돌히] 게임 접속이 오래 걸리고 로딩 화면에서 멈추는 현상이 반복됩니다.","naver_cafe","naver_cafe","AI","open","2026-05-12 01:01:00",
"1055","152","52","환불 진행 상태 문의","[89렙 빌런] 환불 신청 후 처리 상태가 바뀌지 않아 진행 상황을 문의드립니다.","naver_cafe","naver_cafe","AI","resolved","2026-05-12 01:18:00",
"1056","153","53","결제 후 아이템 미지급","[박카스사탕] 결제는 완료됐는데 아이템이 아직 지급되지 않았습니다. 확인 부탁드립니다.","naver_cafe","naver_cafe","AI","open","2026-05-12 01:35:00",
"1057","154","54","계정 정지 사유 확인 요청","[김애롱] 갑자기 계정 이용이 제한되어 사유와 해제 가능 여부를 알고 싶습니다.","naver_cafe","naver_cafe","AI","resolved","2026-05-12 01:52:00",
"1058","155","55","캐릭터 데이터 복구 요청","[고그] 캐릭터가 사라진 것처럼 보여서 이전 데이터 복구가 가능한지 문의드립니다.","naver_cafe","naver_cafe","AI","open","2026-05-12 02:09:00",
"1059","156","56","길드 가입 오류","[호박냉채] 길드 가입 버튼을 눌러도 반응이 없고 오류 메시지만 표시됩니다.","naver_cafe","naver_cafe","AI","resolved","2026-05-12 02:26:00",
"1060","157","57","게임 접속 지연","[hub] 게임 접속이 오래 걸리고 로딩 화면에서 멈추는 현상이 반복됩니다.","naver_cafe","naver_cafe","AI","open","2026-05-12 02:43:00",
"1061","158","58","환불 진행 상태 문의","[ChonoHi] 환불 신청 후 처리 상태가 바뀌지 않아 진행 상황을 문의드립니다.","naver_cafe","naver_cafe","AI","resolved","2026-05-12 03:00:00",
"1062","159","59","결제 후 아이템 미지급","[하드캐리] 결제는 완료됐는데 아이템이 아직 지급되지 않았습니다. 확인 부탁드립니다.","naver_cafe","naver_cafe","AI","open","2026-05-12 03:17:00",
"1063","160","60","계정 정지 사유 확인 요청","[진진자라니나노] 갑자기 계정 이용이 제한되어 사유와 해제 가능 여부를 알고 싶습니다.","naver_cafe","naver_cafe","AI","resolved","2026-05-12 03:34:00",
"1064","161","61","캐릭터 데이터 복구 요청","[llavia루나] 캐릭터가 사라진 것처럼 보여서 이전 데이터 복구가 가능한지 문의드립니다.","naver_cafe","naver_cafe","AI","open","2026-05-12 03:51:00",
"1065","116","16","게임 접속 지연","[아야카 남친] 게임 접속이 오래 걸리고 로딩 화면에서 멈추는 현상이 반복됩니다.","naver_cafe","naver_cafe","AI","open","2026-05-12 04:08:00",
"1066","162","62","닉네임 변경 문의","[발도술] 닉네임 변경권을 사용했는데 변경 결과가 반영되지 않았습니다.","naver_cafe","naver_cafe","human","closed","2026-05-12 04:25:00",
"1067","163","63","공지 내용 확인 요청","[일랄] 카페 공지에 나온 보상 지급 대상에 포함되는지 확인하고 싶습니다.","naver_cafe","naver_cafe","human","pending","2026-05-12 04:42:00",
"1068","164","64","채팅 이용 제한 문의","[오성좀] 채팅 제한이 적용된 이유와 제한 종료 시간을 확인하고 싶습니다.","naver_cafe","naver_cafe","human","closed","2026-05-12 04:59:00",
"1069","165","65","로그인 오류 문의","[큐리0] 네이버카페에서 안내를 보고 다시 로그인했는데 같은 오류가 계속 발생합니다.","naver_cafe","naver_cafe","human","pending","2026-05-12 05:16:00",
"1070","166","66","이벤트 보상 미수령","[소녀가장 루미네] 이벤트 조건을 달성했는데 보상이 우편함에 들어오지 않았습니다.","naver_cafe","naver_cafe","human","closed","2026-05-12 05:33:00",
"1071","167","67","쿠폰 등록 오류","[Nimueh] 쿠폰 번호를 입력하면 이미 사용됐다는 문구가 나오는데 사용한 적이 없습니다.","naver_cafe","naver_cafe","human","pending","2026-05-12 05:50:00",
"1072","168","68","닉네임 변경 문의","[클레나] 닉네임 변경권을 사용했는데 변경 결과가 반영되지 않았습니다.","naver_cafe","naver_cafe","human","closed","2026-05-12 06:07:00",
"1073","169","69","공지 내용 확인 요청","[ㅂㅂㅈ] 카페 공지에 나온 보상 지급 대상에 포함되는지 확인하고 싶습니다.","naver_cafe","naver_cafe","human","pending","2026-05-12 06:24:00",
"1074","167","67","게임 접속 지연","[Nimueh] 게임 접속이 오래 걸리고 로딩 화면에서 멈추는 현상이 반복됩니다.","naver_cafe","naver_cafe","AI","open","2026-05-12 06:41:00",
"1075","170","70","결제 후 아이템 미지급","[루네시카] 결제는 완료됐는데 아이템이 아직 지급되지 않았습니다. 확인 부탁드립니다.","naver_cafe","naver_cafe","AI","open","2026-05-12 06:58:00",
"1076","171","71","계정 정지 사유 확인 요청","[원잼ㅇㅅㅇ] 갑자기 계정 이용이 제한되어 사유와 해제 가능 여부를 알고 싶습니다.","naver_cafe","naver_cafe","AI","resolved","2026-05-12 07:15:00",
"1077","165","65","공지 내용 확인 요청","[큐리0] 카페 공지에 나온 보상 지급 대상에 포함되는지 확인하고 싶습니다.","naver_cafe","naver_cafe","human","pending","2026-05-12 07:32:00",
"1078","172","72","쿠폰 등록 오류","[시니엘] 쿠폰 번호를 입력하면 이미 사용됐다는 문구가 나오는데 사용한 적이 없습니다.","naver_cafe","naver_cafe","human","pending","2026-05-12 07:49:00",
"1079","173","73","닉네임 변경 문의","[디에네] 닉네임 변경권을 사용했는데 변경 결과가 반영되지 않았습니다.","naver_cafe","naver_cafe","human","closed","2026-05-12 08:06:00",
"1080","174","74","공지 내용 확인 요청","[루미나스] 카페 공지에 나온 보상 지급 대상에 포함되는지 확인하고 싶습니다.","naver_cafe","naver_cafe","human","pending","2026-05-12 08:23:00",
"1081","175","75","채팅 이용 제한 문의","[바이올렛47] 채팅 제한이 적용된 이유와 제한 종료 시간을 확인하고 싶습니다.","naver_cafe","naver_cafe","human","closed","2026-05-12 08:40:00",
"1082","174","74","채팅 이용 제한 문의","[루미나스] 채팅 제한이 적용된 이유와 제한 종료 시간을 확인하고 싶습니다.","naver_cafe","naver_cafe","human","closed","2026-05-12 08:57:00",
